cli_pl_header	cli_pl_body	cli_cont_len	srv_pl_header	srv_pl_body	srv_cont_len	aggregated_sessions	bytes	net_samples	tcp_frag	tcp_pkts	tcp_retr	tcp_ooo	cli_tcp_pkts	cli_tcp_ooo	cli_tcp_retr	cli_tcp_frag	cli_tcp_empty	cli_win_change	cli_win_zero	cli_tcp_full	cli_tcp_tot_bytes	cli_pl_tot	cli_pl_change	srv_tcp_pkts	srv_tcp_ooo	srv_tcp_retr	srv_tcp_frag	srv_tcp_empty	srv_win_change	srv_win_zero	srv_tcp_full	srv_tcp_tot_bytes	srv_pl_tot	srv_pl_change	srv_tcp_win	srv_tx_time	cli_tcp_win	client_latency	application_latency	cli_tx_time	load_time	server_latency	proxy	sp_healthscore	sp_req_duration	sp_is_lat	sp_error	throughput
1447	0	0	396	19520	19520	1	45982	1	0	48	16	0	18	0	2	0	14	0	0	2	4146	1460	1	30	0	14	0	2	0	0	26	41836	1460	1	1051136	0.192	1051136	0.002	12.045	0.0	12.241	0.183	0	0	0	0	0	3756.3924516
1586	0	0	923	7384	7384	1	21364	1	0	22	8	0	8	0	2	0	4	0	0	2	3794	1460	1	14	0	6	0	2	0	0	10	17570	1460	1	1051136	0.0	1051136	0.034	13.942	0.0	14.01	0.132	0	0	9	0	0	1524.91077802
1586	0	0	923	7384	7384	1	10682	1	0	11	0	0	4	0	0	0	2	0	0	1	1897	1460	1	7	0	0	0	1	0	0	5	8785	1460	1	1051136	0.0	1051136	0.37	13.442	0.0	14.182	0.028	0	0	9	0	0	753.208292201
1447	0	0	396	19520	19520	1	22991	1	0	24	0	0	9	0	0	0	7	0	0	1	2073	1460	1	15	0	0	0	1	0	0	13	20918	1460	1	1051136	0.006	1051136	0.168	11.618	0.0	11.96	0.012	0	0	0	0	0	1922.32441472
1556	0	0	468	5770	5770	1	17152	1	0	22	7	0	10	0	2	0	6	1	0	2	3858	1460	1	12	0	5	0	2	0	0	8	13294	1460	1	1051136	0.0	1050624	0.052	12.576	0.0	12.68	0.208	0	0	0	0	0	1352.68138801
1450	0	0	393	414	414	1	5360	1	0	10	3	0	6	0	2	0	2	1	0	2	3378	1460	1	4	0	1	0	2	0	0	0	1982	869	1	1051136	0.0	1050112	1.815	14.945	0.0	18.575	0.157	0	0	0	0	0	288.559892328
1556	0	0	468	5770	5770	1	8576	1	0	11	0	0	5	0	0	0	3	1	0	1	1929	1460	1	6	0	0	0	1	0	0	4	6647	1460	1	1051136	0.0	1050624	0.321	12.081	0.0	12.723	0.009	0	0	0	0	0	674.054861275
1450	0	0	393	414	414	1	2616	1	0	4	0	0	3	0	0	0	1	1	0	1	1689	1460	1	1	0	0	0	0	0	0	0	927	869	1	1051136	0.0	1050112	2.102	14.259	0.0	18.463	7.129	0	0	0	0	0	141.688782971
1520	0	0	762	8587	8587	1	11844	1	0	14	0	0	6	0	0	0	4	2	0	1	1961	1460	1	8	0	0	0	1	0	0	6	9883	1460	1	1050880	0.0	1050368	0.241	37.839	0.0	38.321	0.011	0	0	26	0	0	309.073354036
1520	0	0	762	8587	8587	1	23688	1	0	28	9	0	12	0	2	0	8	2	0	2	3922	1460	1	16	0	7	0	2	1	0	12	19766	1460	1	1051136	0.0	1050368	0.006	38.484	0.0	38.496	0.161	0	0	26	0	0	615.336658354
1520	0	0	762	8587	8587	1	11788	1	0	14	0	0	6	0	0	0	4	2	0	1	1937	1460	1	8	0	0	0	1	0	0	6	9851	1460	1	1050880	0.0	1050368	0.267	37.796	0.0	38.33	0.031	0	0	26	0	0	307.539786068
1453	0	0	393	1910	1910	1	4202	1	0	6	0	0	3	0	0	0	1	1	0	1	1677	1460	1	3	0	0	0	1	0	0	1	2525	1460	1	1050112	0.0	1051136	0.201	3.188	0.0	3.59	0.038	0	0	0	0	0	1170.4735376
1503	0	0	462	12338	12338	1	15380	1	0	17	0	0	7	0	0	0	5	2	0	1	1965	1460	1	10	0	0	0	1	0	0	8	13415	1460	1	1050368	0.0	1049856	0.347	8.071	0.0	8.765	0.046	0	0	0	0	0	1754.70621791
1503	0	0	462	12338	12338	1	15448	1	0	17	0	0	7	0	0	0	5	2	0	1	1993	1460	1	10	0	0	0	1	0	0	8	13455	1460	1	1050368	0.0	1049856	0.32	8.136	0.0	8.776	0.026	0	0	0	0	0	1760.25524157
1503	0	0	462	12338	12338	1	30896	1	0	34	11	0	14	0	2	0	10	2	0	2	3986	1460	1	20	0	9	0	2	1	0	16	26910	1460	1	1051136	0.0	1049856	0.008	8.962	0.0	8.978	0.185	0	0	0	0	0	3441.3009579
1453	0	0	393	1910	1910	1	8452	1	0	12	4	0	6	0	2	0	2	1	0	2	3378	1460	1	6	0	2	0	2	1	0	2	5074	1460	1	1051136	0.0	1051136	2.343	3.702	0.0	8.388	0.205	0	0	0	0	0	1007.62994754
1453	0	0	393	1910	1910	1	4226	1	0	6	0	0	3	0	0	0	1	1	0	1	1689	1460	1	3	0	0	0	1	0	0	1	2537	1460	1	1050112	0.0	1051136	0.181	3.193	0.0	3.555	0.048	0	0	0	0	0	1188.74824191
1467	0	0	455	22581	22581	1	26139	1	0	26	0	0	9	0	0	0	7	0	0	1	2053	1460	1	17	0	0	0	1	0	0	15	24086	1460	1	1051136	0.647	1051136	0.301	13.583	0.0	14.832	0.051	0	0	0	0	0	1762.3381877
1467	0	0	455	22581	22581	1	26243	1	0	26	0	0	9	0	0	0	7	0	0	1	2089	1460	1	17	0	0	0	1	0	0	15	24154	1460	1	1051136	0.59	1051136	0.284	13.658	0.0	14.816	0.046	0	0	0	0	0	1771.26079914
1467	0	0	455	22581	22581	1	52486	1	0	52	18	0	18	0	2	0	14	0	0	2	4178	1460	1	34	0	16	0	2	0	0	30	48308	1460	1	1051136	0.556	1051136	0.001	14.28	0.0	14.838	0.243	0	0	0	0	0	3537.26917374
1468	0	0	454	8237	8237	1	10954	1	0	12	0	0	5	0	0	0	3	0	0	1	1813	1460	1	7	0	0	0	1	0	0	5	9141	1460	1	1051136	0.0	1051136	0.231	4.543	0.0	5.005	0.046	0	0	0	0	0	2188.61138861
1468	0	0	454	8237	8237	1	11002	1	0	12	0	0	5	0	0	0	3	0	0	1	1833	1460	1	7	0	0	0	1	0	0	5	9169	1460	1	1051136	0.0	1051136	0.224	4.575	0.0	5.023	0.029	0	0	0	0	0	2190.32450727
1468	0	0	454	8237	8237	1	22004	1	0	24	8	0	10	0	2	0	6	0	0	2	3666	1460	1	14	0	6	0	2	0	0	10	18338	1460	1	1051136	0.0	1051136	0.081	5.27	0.0	5.432	0.251	0	0	0	0	0	4050.81001473
1475	0	0	455	4574	4574	1	7166	1	0	9	0	0	4	0	0	0	2	1	0	1	1777	1460	1	5	0	0	0	1	1	0	3	5389	1460	1	1051136	0.0	1051136	0.017	3.296	0.0	3.33	0.216	0	0	0	0	0	2151.95195195
1475	0	0	455	4574	4574	1	7138	1	0	9	0	0	4	0	0	0	2	1	0	1	1769	1460	1	5	0	0	0	1	0	0	3	5369	1460	1	1050624	0.0	1051136	0.24	2.647	0.0	3.127	0.046	0	0	0	0	0	2282.69907259
1475	0	0	455	4574	4574	1	14348	1	0	18	6	0	8	0	2	0	4	1	0	2	3570	1460	1	10	0	4	0	2	1	0	6	10778	1460	1	1051136	0.0	1051136	0.018	3.262	0.0	3.298	0.236	0	0	0	0	0	4350.51546392
1475	0	0	455	4574	4574	1	7174	1	0	9	0	0	4	0	0	0	2	1	0	1	1785	1460	1	5	0	0	0	1	0	0	3	5389	1460	1	1050624	0.0	1051136	0.133	2.856	0.0	3.122	0.044	0	0	0	0	0	2297.88597053
1471	0	0	456	36447	36447	1	41036	1	0	41	0	0	14	0	0	0	12	0	0	1	2361	1460	1	27	0	0	0	1	0	0	25	38675	1460	1	1051136	0.814	1051136	0.023	4.797	0.0	5.657	0.183	0	0	0	0	0	7254.0215662
1471	0	0	456	36447	36447	1	40920	1	0	41	0	0	14	0	0	0	12	0	0	1	2353	1460	1	27	0	0	0	1	0	0	25	38567	1460	1	1051136	0.875	1051136	0.206	4.127	0.0	5.414	0.036	0	0	0	0	0	7558.18248984
1471	0	0	456	36447	36447	1	41084	1	0	41	0	0	14	0	0	0	12	0	0	1	2409	1460	1	27	0	0	0	1	0	0	25	38675	1460	1	1051136	0.778	1051136	0.206	4.267	0.0	5.457	0.015	0	0	0	0	0	7528.67876122
1471	0	0	456	36447	36447	1	82168	1	0	82	28	0	28	0	2	0	24	0	0	2	4818	1460	1	54	0	26	0	2	0	0	50	77350	1460	1	1051136	0.771	1051136	0.007	4.898	0.0	5.683	0.223	0	0	0	0	0	14458.5606194
1468	0	0	640	7502	7502	1	20884	1	0	24	8	0	10	0	2	0	6	0	0	2	3666	1460	1	14	0	6	0	2	0	0	10	17218	1460	1	1051136	0.0	1051136	0.01	43.163	0.0	43.183	0.185	0	0	26	1	0	483.616237871
1468	0	0	640	7502	7502	1	10442	1	0	12	0	0	5	0	0	0	3	0	0	1	1833	1460	1	7	0	0	0	1	0	0	5	8609	1460	1	1051136	0.0	1051136	0.152	42.731	0.0	43.035	0.024	0	0	26	1	0	242.639711862
1468	0	0	640	7502	7502	1	10394	1	0	12	0	0	5	0	0	0	3	0	0	1	1813	1460	1	7	0	0	0	1	0	0	5	8581	1460	1	1051136	0.0	1051136	0.238	42.609	0.0	43.085	0.044	0	0	26	1	0	241.244052454
1461	0	0	455	84818	84818	1	92297	1	0	91	0	0	31	0	0	0	29	0	0	1	3373	1460	1	60	0	0	0	1	0	0	58	88924	1460	1	1051136	2.27	1051136	0.861	4.269	0.0	8.261	0.051	0	0	0	0	0	11172.6183271
1464	0	0	455	41549	41549	1	46494	1	0	47	0	0	17	0	0	0	15	1	0	1	2541	1460	1	30	0	0	0	1	0	0	28	43953	1460	1	1051136	1.305	1049856	0.015	5.853	0.0	7.188	0.245	0	0	0	0	0	6468.28046745
1461	0	0	455	84818	84818	1	92661	1	0	91	0	0	31	0	0	0	29	0	0	1	3497	1460	1	60	0	0	0	1	0	0	58	89164	1460	1	1051136	2.303	1051136	0.709	4.523	0.0	8.244	0.049	0	0	0	0	0	11239.8107715
1461	0	0	455	84818	84818	1	185322	1	0	182	61	0	62	0	2	0	58	0	0	2	6994	1460	1	120	0	59	0	2	0	0	116	178328	1460	1	1051136	2.82	1051136	0.003	5.319	0.0	8.145	0.243	0	0	0	0	0	22752.854512
1461	0	0	455	84818	84818	1	92545	1	0	91	0	0	31	0	0	0	29	0	0	1	3381	1460	1	60	0	0	0	1	0	0	58	89164	1460	1	1051136	2.78	1051136	0.011	5.338	0.0	8.14	0.208	0	0	0	0	0	11369.1646192
1464	0	0	455	41549	41549	1	46366	1	0	47	0	0	17	0	0	0	15	1	0	1	2533	1460	1	30	0	0	0	1	0	0	28	43833	1460	1	1051136	1.756	1049856	0.301	4.899	0.0	7.257	0.031	0	0	0	0	0	6389.14151853
1464	0	0	455	41549	41549	1	46554	1	0	47	0	0	17	0	0	0	15	1	0	1	2601	1460	1	30	0	0	0	1	0	0	28	43953	1460	1	1051136	1.706	1049856	0.289	4.95	0.0	7.234	0.01	0	0	0	0	0	6435.4437379
1464	0	0	455	41549	41549	1	93108	1	0	94	31	0	34	0	2	0	30	1	0	2	5202	1460	1	60	0	29	0	2	0	0	56	87906	1460	1	1051136	1.298	1049856	0.003	5.9	0.0	7.204	0.233	0	0	0	0	0	12924.4863964
1645	0	0	446	25604	25604	1	29687	1	0	30	0	0	11	0	0	0	9	0	0	1	2393	1460	1	19	0	0	0	1	0	0	17	27294	1460	1	1051136	0.578	1051136	0.168	19.92	0.0	20.834	0.005	0	0	0	0	0	1424.93040223
1645	0	0	446	25604	25604	1	59374	1	0	60	20	0	22	0	2	0	18	0	0	2	4786	1460	1	38	0	18	0	2	0	0	34	54588	1460	1	1051136	0.463	1051136	0.006	20.629	0.0	21.104	0.337	0	0	0	0	0	2813.40030326
1467	0	0	453	217	217	1	2552	1	0	5	0	0	3	0	0	0	1	1	0	1	1705	1460	1	2	0	0	0	1	0	0	0	847	725	1	1051136	0.0	1050368	7.065	17.024	0.0	31.154	0.055	0	0	0	0	0	81.915644861
1467	0	0	453	217	217	1	5104	1	0	10	3	0	6	0	2	0	2	1	0	2	3410	1460	1	4	0	1	0	2	0	0	0	1694	725	1	1051136	0.0	1050368	6.946	18.129	0.0	32.021	0.702	0	0	0	0	0	159.395396771
1645	0	0	445	9984	9984	1	13070	1	0	15	0	0	6	0	0	0	4	1	0	1	2057	1460	1	9	0	0	0	1	1	0	7	11013	1460	1	1051136	0.0	1051136	0.027	8.171	0.0	8.225	0.201	0	0	0	0	0	1589.05775076
1645	0	0	445	9984	9984	1	13026	1	0	15	0	0	6	0	0	0	4	1	0	1	2049	1460	1	9	0	0	0	1	0	0	7	10977	1460	1	1050112	0.0	1051136	0.402	7.241	0.0	8.045	0.041	0	0	0	0	0	1619.14232443
1645	0	0	445	9984	9984	1	26172	1	0	30	10	0	12	0	2	0	8	1	0	2	4146	1460	1	18	0	8	0	2	1	0	14	22026	1460	1	1051136	0.0	1051136	0.006	8.206	0.0	8.218	0.256	0	0	0	0	0	3184.71647603
1645	0	0	445	9984	9984	1	13086	1	0	15	0	0	6	0	0	0	4	1	0	1	2073	1460	1	9	0	0	0	1	0	0	7	11013	1460	1	1050112	0.0	1051136	0.323	7.367	0.0	8.013	0.02	0	0	0	0	0	1633.09621864
1467	0	0	456	23549	23549	1	27289	1	0	29	0	0	11	0	0	0	9	2	0	1	2173	1460	1	18	0	0	0	1	0	0	16	25116	1460	1	1049856	0.018	1050368	0.589	8.378	0.0	9.574	0.042	0	0	0	0	0	2850.32379361
1489	0	0	439	45824	45824	1	50816	1	0	50	0	0	17	0	0	0	15	0	0	1	2565	1460	1	33	0	0	0	1	0	0	31	48251	1460	1	1051136	1.356	1051136	0.244	39.454	0.0	41.298	0.032	0	0	0	0	0	1230.47120926
1489	0	0	439	45824	45824	1	51016	1	0	50	0	0	17	0	0	0	15	0	0	1	2633	1460	1	33	0	0	0	1	0	0	31	48383	1460	1	1051136	1.344	1051136	0.184	39.544	0.0	41.256	0.033	0	0	0	0	0	1236.57165018
1489	0	0	439	45824	45824	1	102032	1	0	100	34	0	34	0	2	0	30	0	0	2	5266	1460	1	66	0	32	0	2	0	0	62	96766	1460	1	1051136	1.521	1051136	0.007	40.275	0.0	41.81	0.301	0	0	0	0	0	2440.37311648
1467	0	0	456	23549	23549	1	27405	1	0	29	0	0	11	0	0	0	9	2	0	1	2217	1460	1	18	0	0	0	1	0	0	16	25188	1460	1	1049856	0.012	1050368	0.475	8.57	0.0	9.532	0.024	0	0	0	0	0	2875.05245489
1559	0	0	468	5770	5770	1	8576	1	0	11	0	0	5	0	0	0	3	2	0	1	1929	1460	1	6	0	0	0	1	0	0	4	6647	1460	1	1050368	0.0	1050624	0.257	12.323	0.0	12.837	0.011	0	0	0	0	0	668.068863442
1559	0	0	468	5770	5770	1	17152	1	0	22	7	0	10	0	2	0	6	2	0	2	3858	1460	1	12	0	5	0	2	1	0	8	13294	1460	1	1051136	0.0	1050624	0.001	13.021	0.0	13.023	0.174	0	0	0	0	0	1317.05444214
1467	0	0	456	23549	23549	1	54810	1	0	58	19	0	22	0	2	0	18	2	0	2	4434	1460	1	36	0	17	0	2	1	0	32	50376	1460	1	1051136	0.178	1050368	0.019	9.571	0.0	9.787	0.257	0	0	0	0	0	5600.2860938
1812	0	0	1119	250	0	1	3711	1	0	6	0	0	3	0	0	0	1	0	0	1	2045	1460	1	3	0	0	0	1	0	0	0	1666	1498	2	1051136	3.928	1051136	0.181	108.705	0.0	112.995	0.035	0	0	0	0	0	32.8421611576
1812	0	0	1119	250	0	1	3799	1	0	7	0	0	3	0	0	0	1	0	0	1	2057	1460	1	4	0	0	0	2	0	0	0	1742	1498	2	1051136	3.906	1051136	0.17	108.686	0.0	112.932	0.013	0	0	0	0	0	33.6397123933
1812	0	0	1119	250	0	1	7470	1	0	12	4	0	6	0	2	0	2	0	0	2	4114	1460	1	6	0	2	0	2	0	0	0	3356	1498	2	1051136	3.847	1051136	0.05	109.189	0.0	113.136	0.21	0	0	0	0	0	66.0267288927
667	0	0	336	135046	135046	1	147319	1	0	161	0	0	60	0	0	0	59	0	0	0	4867	667	1	101	0	0	0	0	0	0	0	142452	135382	2	1045888	511.639	522944	45.967	1.894	0.0	605.467	0.947	0	0	0	0	0	243.314664548
2212	0	0	1119	250	0	1	4171	1	0	7	0	0	3	0	0	0	1	0	0	1	2445	1460	1	4	0	0	0	2	0	0	0	1726	1498	2	1051136	3.071	1051136	0.152	51.812	0.0	55.187	0.04	0	0	0	0	0	75.5793936978
2212	0	0	1119	250	0	1	4135	1	0	6	0	0	3	0	0	0	1	0	0	1	2457	1460	1	3	0	0	0	1	0	0	0	1678	1498	2	1051136	3.052	1051136	0.148	51.738	0.0	55.086	25.869	0	0	0	0	0	75.0644446865
667	0	0	336	135046	135046	1	294638	1	0	322	102	0	120	0	1	0	118	0	0	0	9734	667	1	202	0	101	0	0	0	0	0	284904	135382	2	1045888	511.804	522944	45.871	1.908	0.0	605.454	0.954	0	0	0	0	0	486.639777754
667	0	0	336	135046	135046	1	294638	1	0	322	102	0	120	0	1	0	118	0	0	0	9734	667	1	202	0	101	0	0	0	0	0	284904	135382	2	1045888	511.539	522944	45.795	2.485	0.0	605.614	1.242	0	0	0	0	0	486.511210111
2212	0	0	1119	250	0	1	8270	1	0	12	4	0	6	0	2	0	2	0	0	2	4914	1460	1	6	0	2	0	2	0	0	0	3356	1498	2	1051136	3.041	1051136	3.159	52.279	0.0	61.638	0.212	0	0	0	0	0	134.17047925
2224	0	0	687	18787	18787	1	23187	1	0	23	0	0	9	0	0	0	7	0	0	1	2821	1460	1	14	0	0	0	0	0	0	13	20366	1460	1	1051136	0.499	1051136	0.243	210.544	0.0	211.529	104.917	0	0	205	0	0	109.61617556
2224	0	0	687	18787	18787	1	23279	1	0	23	0	0	9	0	0	0	7	0	0	1	2857	1460	1	14	0	0	0	0	0	0	13	20422	1460	1	1051136	0.378	1051136	0.143	210.673	0.0	211.337	104.903	0	0	205	0	0	110.151085707
2224	0	0	687	18787	18787	1	46686	1	0	48	16	0	18	0	2	0	14	0	0	2	5714	1460	1	30	0	14	0	2	0	0	26	40972	1460	1	1051136	0.418	1051136	0.014	211.369	0.0	211.815	0.201	0	0	205	0	0	220.409319453
1634	0	0	445	9984	9984	1	13026	1	0	15	0	0	6	0	0	0	4	1	0	1	2049	1460	1	9	0	0	0	1	1	0	7	10977	1460	1	1051136	0.0	1051136	0.228	3.846	0.0	4.302	0.043	0	0	0	0	0	3027.89400279
1634	0	0	445	9984	9984	1	13086	1	0	15	0	0	6	0	0	0	4	1	0	1	2073	1460	1	9	0	0	0	1	1	0	7	11013	1460	1	1051136	0.0	1051136	0.115	4.018	0.0	4.248	0.012	0	0	0	0	0	3080.50847458
1495	0	0	462	12338	12338	1	15384	1	0	16	0	0	6	0	0	0	4	0	0	1	1929	1460	1	10	0	0	0	1	0	0	8	13455	1460	1	1051136	0.0	1051136	0.148	8.158	0.0	8.454	0.011	0	0	0	0	0	1819.73030518
1456	0	0	453	217	217	1	2472	1	0	4	0	0	2	0	0	0	0	0	0	1	1633	1460	1	2	0	0	0	1	0	0	0	839	725	1	1051136	0.0	1051136	3.246	14.389	0.0	20.881	0.036	0	0	0	0	0	118.385134812
1495	0	0	462	12338	12338	1	15368	1	0	16	0	0	6	0	0	0	4	0	0	1	1913	1460	1	10	0	0	0	1	0	0	8	13455	1460	1	1051136	0.0	1051136	0.027	8.689	0.0	8.743	0.183	0	0	0	0	0	1757.74905639
1495	0	0	462	12338	12338	1	15320	1	0	16	0	0	6	0	0	0	4	0	0	1	1905	1460	1	10	0	0	0	1	0	0	8	13415	1460	1	1051136	0.0	1051136	0.193	8.118	0.0	8.504	0.03	0	0	0	0	0	1801.50517404
1495	0	0	462	12338	12338	1	30768	1	0	32	11	0	12	0	2	0	8	0	0	2	3858	1460	1	20	0	9	0	2	0	0	16	26910	1460	1	1051136	0.0	1051136	0.01	8.786	0.0	8.806	0.171	0	0	0	0	0	3493.98137633
1634	0	0	445	9984	9984	1	26172	1	0	30	10	0	12	0	2	0	8	1	0	2	4146	1460	1	18	0	8	0	2	1	0	14	22026	1460	1	1051136	0.0	1051136	0.028	4.446	0.0	4.502	0.226	0	0	0	0	0	5813.41625944
1456	0	0	453	217	217	1	4976	1	0	8	3	0	4	0	2	0	0	0	0	2	3282	1460	1	4	0	1	0	2	0	0	0	1694	725	1	1051136	0.0	1051136	2.985	14.911	0.0	20.881	0.237	0	0	0	0	0	238.302763278
1456	0	0	453	217	217	1	2488	1	0	4	0	0	2	0	0	0	0	0	0	1	1641	1460	1	2	0	0	0	1	0	0	0	847	725	1	1051136	0.0	1051136	3.241	14.367	0.0	20.849	0.02	0	0	0	0	0	119.334260636
1459	0	0	455	22581	22581	1	52614	1	0	54	18	0	20	0	2	0	16	0	0	2	4306	1460	1	34	0	16	0	2	0	0	30	48308	1460	1	1051136	0.202	1051136	0.004	11.689	0.0	11.899	0.215	0	0	0	0	0	4421.7161106
1459	0	0	455	22581	22581	1	26307	1	0	27	0	0	10	0	0	0	8	0	0	1	2153	1460	1	17	0	0	0	1	0	0	15	24154	1460	1	1051136	0.189	1051136	0.157	11.095	0.0	11.598	0.008	0	0	0	0	0	2268.23590274
1458	0	0	454	8383	8383	1	11152	1	0	13	0	0	5	0	0	0	3	1	0	1	1813	1460	1	8	0	0	0	1	1	0	6	9339	1460	1	1051136	0.0	1051136	0.203	10.508	0.0	10.914	0.04	0	0	0	0	0	1021.80685358
1461	0	0	454	9447	9447	1	12268	1	0	14	0	0	6	0	0	0	4	1	0	1	1873	1460	1	8	0	0	0	1	0	0	6	10395	1460	1	1051136	0.0	1049856	0.332	10.199	0.0	10.863	0.036	0	0	0	0	0	1129.33812022
1634	0	0	446	25604	25604	1	29507	1	0	29	0	0	10	0	0	0	8	1	0	1	2289	1460	1	19	0	0	0	1	1	0	17	27218	1460	1	1051136	0.994	1051136	0.259	12.771	0.0	14.283	0.035	0	0	0	0	0	2065.88251768
1634	0	0	446	25604	25604	1	29591	1	0	29	0	0	10	0	0	0	8	1	0	1	2297	1460	1	19	0	0	0	1	1	0	17	27294	1460	1	1051136	0.795	1051136	0.027	13.63	0.0	14.479	0.163	0	0	0	0	0	2043.71848885
1458	0	0	454	8383	8383	1	11204	1	0	13	0	0	5	0	0	0	3	1	0	1	1833	1460	1	8	0	0	0	1	1	0	6	9371	1460	1	1051136	0.0	1051136	0.179	10.506	0.0	10.864	0.018	0	0	0	0	0	1031.29602356
1458	0	0	454	8383	8383	1	22408	1	0	26	9	0	10	0	2	0	6	1	0	2	3666	1460	1	16	0	7	0	2	1	0	12	18742	1460	1	1051136	0.0	1051136	0.028	11.142	0.0	11.198	0.191	0	0	0	0	0	2001.07161993
1453	0	0	455	41549	41549	1	46538	1	0	47	0	0	17	0	0	0	15	2	0	1	2585	1460	1	30	0	0	0	1	1	0	28	43953	1460	1	1051136	1.645	1049856	0.122	33.536	0.0	35.425	0.031	0	0	0	0	0	1313.70501059
1461	0	0	454	9447	9447	1	12324	1	0	14	0	0	6	0	0	0	4	1	0	1	1897	1460	1	8	0	0	0	1	0	0	6	10427	1460	1	1051136	0.0	1049856	0.229	10.419	0.0	10.877	0.036	0	0	0	0	0	1133.03300542
1461	0	0	454	9447	9447	1	24648	1	0	28	9	0	12	0	2	0	8	1	0	2	3794	1460	1	16	0	7	0	2	0	0	12	20854	1460	1	1051136	0.0	1049856	0.015	10.953	0.0	10.983	0.21	0	0	0	0	0	2244.19557498
1453	0	0	455	41549	41549	1	93076	1	0	94	31	0	34	0	2	0	30	2	0	2	5170	1460	1	60	0	29	0	2	1	0	56	87906	1460	1	1051136	1.442	1049856	0.001	34.123	0.0	35.567	0.228	0	0	0	0	0	2616.92017882
1634	0	0	446	25604	25604	1	59246	1	0	58	20	0	20	0	2	0	16	1	0	2	4658	1460	1	38	0	18	0	2	1	0	34	54588	1460	1	1051136	0.925	1051136	0.004	13.618	0.0	14.551	0.151	0	0	0	0	0	4071.61019861
1634	0	0	446	25604	25604	1	29623	1	0	29	0	0	10	0	0	0	8	1	0	1	2329	1460	1	19	0	0	0	1	1	0	17	27294	1460	1	1051136	0.79	1051136	0.297	13.046	0.0	14.43	0.04	0	0	0	0	0	2052.87595288
1463	0	0	456	36447	36447	1	40980	1	0	42	0	0	15	0	0	0	13	1	0	1	2413	1460	1	27	0	0	0	1	1	0	25	38567	1460	1	1051136	0.084	1051136	0.493	5.808	0.0	6.878	0.028	0	0	0	0	0	5958.12736261
1463	0	0	456	36447	36447	1	41148	1	0	42	0	0	15	0	0	0	13	1	0	1	2473	1460	1	27	0	0	0	1	1	0	25	38675	1460	1	1051136	0.042	1051136	0.418	6.004	0.0	6.882	0.018	0	0	0	0	0	5979.07585004
1467	0	0	455	4574	4574	1	7158	1	0	9	0	0	4	0	0	0	2	0	0	1	1769	1460	1	5	0	0	0	1	0	0	3	5389	1460	1	1051136	0.0	1051136	0.249	12.612	0.0	13.11	0.042	0	0	0	0	0	545.995423341
1467	0	0	455	4574	4574	1	14316	1	0	18	6	0	8	0	2	0	4	0	0	2	3538	1460	1	10	0	4	0	2	0	0	6	10778	1460	1	1051136	0.0	1051136	0.004	13.201	0.0	13.209	0.226	0	0	0	0	0	1083.80649557
1463	0	0	456	36447	36447	1	82296	1	0	84	28	0	30	0	2	0	26	1	0	2	4946	1460	1	54	0	26	0	2	1	0	50	77350	1460	1	1051136	0.543	1051136	0.008	6.289	0.0	6.848	0.186	0	0	0	0	0	12017.5233645
1464	0	0	455	7290	7290	1	10058	1	0	12	0	0	5	0	0	0	3	1	0	1	1833	1460	1	7	0	0	0	1	0	0	5	8225	1460	1	1049856	0.0	1051136	0.28	9.973	0.0	10.533	0.052	0	0	0	0	0	954.903636191
1458	0	0	454	7628	7628	1	10382	1	0	12	0	0	5	0	0	0	3	0	0	1	1821	1460	1	7	0	0	0	1	0	0	5	8561	1460	1	1051136	0.0	1051136	0.03	13.197	0.0	13.257	0.357	0	0	0	0	0	783.133438938
1458	0	0	454	7628	7628	1	10346	1	0	12	0	0	5	0	0	0	3	0	0	1	1813	1460	1	7	0	0	0	1	0	0	5	8533	1460	1	1051136	0.0	1051136	0.369	12.098	0.0	12.836	0.037	0	0	0	0	0	806.014334684
1464	0	0	455	7290	7290	1	10010	1	0	12	0	0	5	0	0	0	3	1	0	1	1813	1460	1	7	0	0	0	1	0	0	5	8197	1460	1	1049856	0.0	1051136	0.331	9.867	0.0	10.529	0.054	0	0	0	0	0	950.70756957
1464	0	0	455	7290	7290	1	20116	1	0	24	8	0	10	0	2	0	6	1	0	2	3666	1460	1	14	0	6	0	2	1	0	10	16450	1460	1	1051136	0.0	1051136	0.002	10.77	0.0	10.774	0.348	0	0	0	0	0	1867.08743271
1458	0	0	454	7628	7628	1	20788	1	0	24	8	0	10	0	2	0	6	0	0	2	3666	1460	1	14	0	6	0	2	0	0	10	17122	1460	1	1051136	0.0	1051136	0.014	13.25	0.0	13.278	0.338	0	0	0	0	0	1565.5972285
1480	0	0	454	357	357	1	5424	1	0	10	3	0	6	0	2	0	2	1	0	2	3442	1460	1	4	0	1	0	2	0	0	0	1982	869	1	1051136	0.0	1050112	12.672	10.522	0.0	35.866	0.256	0	0	0	0	0	151.229576758
1455	0	0	454	5873	5873	1	8516	1	0	11	0	0	5	0	0	0	3	1	0	1	1797	1460	1	6	0	0	0	1	0	0	4	6719	1460	1	1051136	0.0	1050624	0.175	8.852	0.0	9.202	0.027	0	0	0	0	0	925.450988915
